Open,High,Low,Close,Adj Close,Volume
111.54,111.9,109.78,111.34,106.67,23158100
111.64,112.07,110.18,110.8,106.16,14398300
109.51,111.71,109.2,109.86,105.25,15248400
110.7,111.36,105.94,106.85,102.37,19287700
105.9,107.04,103.15,103.88,99.53,21197000
103.78,104.85,102.37,103.65,99.31,20061700
106.28,106.8,103.71,104.42,100.04,21128800
104.59,105.95,103.3,103.54,99.2,21298200
103.83,106.24,103.59,106.09,101.64,20413200
107.8,108.54,107.02,107.25,102.75,24305300
107.99,108.3,105.75,106.46,102.0,17597300
105.33,106.17,103.7,105.44,101.02,15365100
103.69,105.58,103.13,104.7,100.31,54596600
105.26,106.2,104.38,105.17,100.76,13611100
105.17,107.51,105.07,106.69,102.22,14680000
108.29,108.59,107.16,108.06,103.53,13565400
107.89,108.19,104.1,105.88,101.44,13213000
106.95,108.74,106.9,108.68,104.12,11539400
109.27,110.47,108.83,110.19,105.57,11962100
109.91,110.0,107.9,108.38,103.84,10702100
107.99,109.72,107.99,109.2,104.62,10534000
108.61,110.5,108.61,110.3,105.68,11799600
109.78,110.02,105.49,106.51,102.05,15146200
104.8,107.16,104.76,106.82,102.34,18058400
106.34,109.95,106.31,109.21,104.63,15946600
110.08,111.99,109.67,110.53,105.9,16348100
111.64,111.64,107.81,108.47,103.92,17964600
109.79,110.33,108.01,110.09,105.48,15104600
110.99,111.45,109.09,111.37,106.7,16710400
111.82,113.74,111.74,113.22,108.47,15357300
113.11,113.49,112.16,113.15,108.41,12011400
113.41,114.08,112.67,112.93,108.2,16542200
113.26,114.12,110.4,110.61,105.97,16399700
110.07,112.13,109.58,111.32,106.65,12928000
111.36,113.44,110.61,113.35,108.6,16515600
113.64,114.59,112.64,112.76,108.03,16584400
109.16,114.02,104.87,113.81,109.04,13583000
113.23,113.65,111.39,113.21,108.46,11914700
114.72,117.78,114.34,117.76,112.82,21019700
116.95,117.67,115.39,115.61,110.76,15179200
115.09,115.49,113.15,113.56,108.8,18672100
112.1,116.4,110.43,116.01,111.15,27861800
115.83,117.38,113.34,114.74,109.93,19464900
114.85,115.07,109.83,111.15,106.49,24562100
111.9,114.11,111.56,111.92,107.23,20226600
112.36,113.09,110.32,111.73,107.05,13855200
112.39,115.31,112.02,114.92,110.1,16013300
115.05,115.83,113.85,113.92,109.14,18459700
114.62,116.24,114.18,114.35,109.56,17439300
116.51,119.63,116.16,119.17,114.17,24918600
117.72,118.18,115.9,117.8,113.73,14536200
117.01,117.81,116.02,116.42,112.4,12079000
115.72,116.09,114.14,116.07,112.06,13663400
